Title,SellerSKU,ASIN,,In Stock Level,List Price,CPU,In Stock Value,Supplier,Date Purchased,Notes,,,,
DreamWorks Trolls Branch Collectible Figure,WG02022017/5.7,B01BY1IXBQ,"B01BY1IXBQ,",1,23.99,5.7,5.7,Walgreens,2/2/17,,"'B01BY1IXBQ',",,,"('B01BY1IXBQ', 'DreamWorks Trolls Branch Collectible Figure', 1, 23.99),"
"Ecco Footwear Womens Belleair Sling Dress Pump, Teak, 41 EU/10-10.5 M US",FBA07022016/36.82,B010RSRIUE,"B010RSRIUE,",1,73.03,36.82,36.82,Amazon,7/2/16,,"'B010RSRIUE',",,,"('B010RSRIUE', 'Ecco Footwear Womens Belleair Sling Dress Pump, Teak, 41 EU/10-10.5 M US', 1, 73.03),"
Educational Insights GeoSafari Tuff Scope,TM03312017/12.49,B00486ZVXS,"B00486ZVXS,",1,36.99,12.49,12.49,Tuesday Morning,3/31/17,,"'B00486ZVXS',",,,"('B00486ZVXS', 'Educational Insights GeoSafari Tuff Scope', 1, 36.99),"
Elegant Baby - Space Party Bath Squirties,TM03172017--8.54,B00XO3NRZ0,"B00XO3NRZ0,",1,21.25,8.54,8.54,Tuesday Morning,3/17/17,,"'B00XO3NRZ0',",,,"('B00XO3NRZ0', 'Elegant Baby - Space Party Bath Squirties', 1, 21.25),"
"Elegant Baby 6 Piece Bath Time Fun Rubber Water Squirties Vinyl Zip Storage Bag, Fairy Party",TM03172017//8.54,B017P30356,"B017P30356,",3,2500.49,8.54,25.62,Tuesday Morning,3/17/17,,"'B017P30356',",,,"('B017P30356', 'Elegant Baby 6 Piece Bath Time Fun Rubber Water Squirties Vinyl Zip Storage Bag, Fairy Party', 3, 2500.49),"
"Enesco Gund Classic Beatrix Potter 3-Cup and Dish Set, Multi",TM03272017/14.16,B00SAQ2298,"B00SAQ2298,",1,42.99,14.16,14.16,Tuesday Morning,3/27/17,,"'B00SAQ2298',",,,"('B00SAQ2298', 'Enesco Gund Classic Beatrix Potter 3-Cup and Dish Set, Multi', 1, 42.99),"
Everything Mary EVM-9474-1 Quilted Sewing Machine Cover,TM02162017/4.27,B01IX3HFEY,"B01IX3HFEY,",3,29.99,4.27,12.81,Tuesday Morning,2/16/17,,"'B01IX3HFEY',",,,"('B01IX3HFEY', 'Everything Mary EVM-9474-1 Quilted Sewing Machine Cover', 3, 29.99),"
"Finesse Restore + Strengthen, Shampoo 13 oz (Pack of 3)",WG02072017/2.76,B00FQFB5N0,"B00FQFB5N0,",1,16.99,2.76,2.76,Walgreens,2/7/17,,"'B00FQFB5N0',",,,"('B00FQFB5N0', 'Finesse Restore + Strengthen, Shampoo 13 oz (Pack of 3)', 1, 16.99),"
"Fisher-Price Imaginext DC Super Friends, Batcopter",AZ02032017/15,B008YTQUS0,"B008YTQUS0,",1,40,15,15,Amazon,2/3/17,,"'B008YTQUS0',",,,"('B008YTQUS0', 'Fisher-Price Imaginext DC Super Friends, Batcopter', 1, 40),"
"Fisher-Price Imaginext DC Super Friends, Clayface",RA03312017/7.51,B006J4SPXK,"B006J4SPXK,",1,33.99,7.51,7.51,Rite Aid,3/31/17,,"'B006J4SPXK',",,,"('B006J4SPXK', 'Fisher-Price Imaginext DC Super Friends, Clayface', 1, 33.99),"
"Fleur by Fontignac Enameled Cast Iron Round Dutch Oven, 2.4-Quart, Blue",TM01062017/36.32,B00CYLDYRO,"B00CYLDYRO,",1,122.99,36.32,36.32,Tuesday Morning,1/6/17,,"'B00CYLDYRO',",,,"('B00CYLDYRO', 'Fleur by Fontignac Enameled Cast Iron Round Dutch Oven, 2.4-Quart, Blue', 1, 122.99),"
"Flexitol Heel Perfect, 2.5 Ounce",BL02152017/3.89,B008202G48,"B008202G48,",3,21.99,3.89,11.67,Big Lots,2/15/17,,"'B008202G48',",,,"('B008202G48', 'Flexitol Heel Perfect, 2.5 Ounce', 3, 21.99),"
"Florsheim Men's Hugo Boot,Brown,10 D",FBA07022016/62.9,B000PGXT84,"B000PGXT84,",1,170,62.9,62.9,Amazon,7/2/16,,"'B000PGXT84',",,,"('B000PGXT84', 'Florsheim Men's Hugo Boot,Brown,10 D', 1, 170),"
Fungi Nail 1oz Solution (Pack of 2),NPS03092017/12.8,B00E4MPRGM,"B00E4MPRGM,",4,24.98,12.8,51.2,NPS,3/9/17,,"'B00E4MPRGM',",,,"('B00E4MPRGM', 'Fungi Nail 1oz Solution (Pack of 2)', 4, 24.98),"
"GAK Art Dough, White",RA04072017/4.93,B00956A8VQ,"B00956A8VQ,",2,19.49,4.93,9.86,Rite Aid,4/7/17,,"'B00956A8VQ',",,,"('B00956A8VQ', 'GAK Art Dough, White', 2, 19.49),"
Gak Super Stretch Blastin' Blue and Think Pink,WG03312017--5.97,B01NBJTP15,"B01NBJTP15,",1,18.99,5.97,5.97,Walgreens,3/31/17,,"'B01NBJTP15',",,,"('B01NBJTP15', 'Gak Super Stretch Blastin' Blue and Think Pink', 1, 18.99),"
Gak Super Stretch Goo Green and Outrageous Orange,WG03312017/5.97,B01N8Y1UZ5,"B01N8Y1UZ5,",1,17.99,5.97,5.97,Walgreens,3/31/17,,"'B01N8Y1UZ5',",,,"('B01N8Y1UZ5', 'Gak Super Stretch Goo Green and Outrageous Orange', 1, 17.99),"
Gak Super Stretch Rockin' Red and Hello Yellow,WG03312017//5.97,B01N8U48W9,"B01N8U48W9,",1,19.97,5.97,5.97,Walgreens,3/31/17,,"'B01N8U48W9',",,,"('B01N8U48W9', 'Gak Super Stretch Rockin' Red and Hello Yellow', 1, 19.97),"
Girls' Shopkins Short Sleeve Tee - Black (Large),FBA07202016--6.92,B01I4OK8J6,"B01I4OK8J6,",1,14.99,6.92,6.92,Target,7/20/16,,"'B01I4OK8J6',",,,"('B01I4OK8J6', 'Girls' Shopkins Short Sleeve Tee - Black (Large)', 1, 14.99),"
Girls' The Secret Life of Pets Short Sleeve Tee - Green (Large),FBA07212016//-6.92,B01I5X588W,"B01I5X588W,",1,10.49,6.92,6.92,Target,7/21/16,,"'B01I5X588W',",,,"('B01I5X588W', 'Girls' The Secret Life of Pets Short Sleeve Tee - Green (Large)', 1, 10.49),"
Girls' The Secret Life of Pets Short Sleeve Tee - Green (X Small),FBA07212016---6.92,B01I4RUDYI,"B01I4RUDYI,",1,18.97,6.92,6.92,Target,7/21/16,,"'B01I4RUDYI',",,,"('B01I4RUDYI', 'Girls' The Secret Life of Pets Short Sleeve Tee - Green (X Small)', 1, 18.97),"
Global Security in the Twenty-first Century: The Quest for Power and the Search for Peace,FBA07132016/6.99,1442206144,"1442206144,",1,19,6.99,6.99,Amazon,7/13/16,,"'1442206144',",,,"('1442206144', 'Global Security in the Twenty-first Century: The Quest for Power and the Search for Peace', 1, 19),"
"Good Sense Roasted and Salted Pumpkin Seeds, Shelled, 6-Ounce Bags (Pack of 5)",FBA08032016/10.69,B00KPBGO4U,"B00KPBGO4U,",2,29.49,10.69,21.38,Big Lots,8/3/16,,"'B00KPBGO4U',",,,"('B00KPBGO4U', 'Good Sense Roasted and Salted Pumpkin Seeds, Shelled, 6-Ounce Bags (Pack of 5)', 2, 29.49),"
"Grande Kaffe Chocolate Peanut Butter Cup, 5.71 oz (18 Cups)",TJ03112017/2.79,B01AJBXHC2,"B01AJBXHC2,",1,20.99,2.79,2.79,TJ Maxx,3/11/17,,"'B01AJBXHC2',",,,"('B01AJBXHC2', 'Grande Kaffe Chocolate Peanut Butter Cup, 5.71 oz (18 Cups)', 1, 20.99),"
green sprouts Organic Blankie Cool Soothing Teether-Rose (Discontinued by Manufacturer),TM01052017/2.17,B002KFYJDW,"B002KFYJDW,",1,12.99,2.17,2.17,Tuesday Morning,1/5/17,,"'B002KFYJDW',",,,"('B002KFYJDW', 'green sprouts Organic Blankie Cool Soothing Teether-Rose (Discontinued by Manufacturer)', 1, 12.99),"
"GreenPan Healthy Ceramic Nonstick Sheet Pans BW000049-002 , Set of 2",TM03272017/16.66,B01JT755XG,"B01JT755XG,",2,59.99,16.66,33.32,Tuesday Morning,3/27/17,,"'B01JT755XG',",,,"('B01JT755XG', 'GreenPan Healthy Ceramic Nonstick Sheet Pans BW000049-002 , Set of 2', 2, 59.99),"
Gripeez - GE-MC12,WG03152017/.94,B00Q6TXHBI,"B00Q6TXHBI,",6,11.9,0.94,5.64,Walgreens,3/15/17,,"'B00Q6TXHBI',",,,"('B00Q6TXHBI', 'Gripeez - GE-MC12', 6, 11.9),"
Hallmark Greeting Card Display Organizer That Includes 12 Cards & Envelopes For very occasion,FBA06212016/4.26,B014RRTTQM,"B014RRTTQM,",5,24.95,4.26,21.3,Seagull Book,6/21/16,,"'B014RRTTQM',",,,"('B014RRTTQM', 'Hallmark Greeting Card Display Organizer That Includes 12 Cards & Envelopes For very occasion', 5, 24.95),"
Handy Heater Plug-In,WG01122017/21.15,B01LY3IC3Q,"B01LY3IC3Q,",2,28.48,21.15,42.3,Walgreens,1/12/17,,"'B01LY3IC3Q',",,,"('B01LY3IC3Q', 'Handy Heater Plug-In', 2, 28.48),"
Harry & David Moose Munch Gourmet Popcorn,TM04012017/4.98,B01MUHZXZ9,"B01MUHZXZ9,",2,19.99,4.98,9.96,Tuesday Morning,4/1/17,,"'B01MUHZXZ9',",,,"('B01MUHZXZ9', 'Harry & David Moose Munch Gourmet Popcorn', 2, 19.99),"
Harry & David Moose Munch Gourmet Popcorn 24 Oz Easter Holiday Drum,TM03092017/12.81,B06WP9YL5T,"B06WP9YL5T,",1,37.98,12.81,12.81,Tuesday Morning,3/9/17,,"'B06WP9YL5T',",,,"('B06WP9YL5T', 'Harry & David Moose Munch Gourmet Popcorn 24 Oz Easter Holiday Drum', 1, 37.98),"
"Head and Shoulders 2 in 1 Pure Sport Dandruff Shampoo and Conditioner for Men, Old Spice, 33.8 fl oz",BL04012017/6.41,B00AFCP2RY,"B00AFCP2RY,",5,29.95,6.41,32.05,Big Lots,4/1/17,,"'B00AFCP2RY',",,,"('B00AFCP2RY', 'Head and Shoulders 2 in 1 Pure Sport Dandruff Shampoo and Conditioner for Men, Old Spice, 33.8 fl oz', 5, 29.95),"
"Head and Shoulders Instant Hydration Dandruff Conditioner, 12.8 Fluid Ounce",BL03142017/2.69,B00OP26MRE,"B00OP26MRE,",3,13.4,2.69,8.07,Big Lots,3/14/17,,"'B00OP26MRE',",,,"('B00OP26MRE', 'Head and Shoulders Instant Hydration Dandruff Conditioner, 12.8 Fluid Ounce', 3, 13.4),"
Hedstrom Mickey Mouse Clubhouse Hopper,TM03312017/4.16,B001FXM0F4,"B001FXM0F4,",2,29.99,4.16,8.32,Tuesday Morning,3/31/17,,"'B001FXM0F4',",,,"('B001FXM0F4', 'Hedstrom Mickey Mouse Clubhouse Hopper', 2, 29.99),"
Herbal Essences Color Me Happy Cleansing Conditioner 16.9 FL OZ,BL03292017/3.21,B00GY5XVWY,"B00GY5XVWY,",1,12.15,3.21,3.21,Big Lots,3/29/17,,"'B00GY5XVWY',",,,"('B00GY5XVWY', 'Herbal Essences Color Me Happy Cleansing Conditioner 16.9 FL OZ', 1, 12.15),"
"Herbal Essences Naked Moisture Conditioner, 23.7 Fl Oz",BL02082017//4.38,B00F4TQ3PS,"B00F4TQ3PS,",3,20.9,4.38,13.14,Big Lots,2/8/17,,"'B00F4TQ3PS',",,,"('B00F4TQ3PS', 'Herbal Essences Naked Moisture Conditioner, 23.7 Fl Oz', 3, 20.9),"
Herbal Essences Naked Moisture Shampoo 23.7 Fl Oz,BL02222017/4,B00F4TQ45W,"B00F4TQ45W,",8,17.99,4,32,Big Lots,2/22/17,,"'B00F4TQ45W',",,,"('B00F4TQ45W', 'Herbal Essences Naked Moisture Shampoo 23.7 Fl Oz', 8, 17.99),"
Herbal Essences Naked Volume Conditioner 23.7 Fl Oz,BL02082017/4.38,B00F4TQ6FK,"B00F4TQ6FK,",3,15.95,4.38,13.14,Big Lots,2/8/17,,"'B00F4TQ6FK',",,,"('B00F4TQ6FK', 'Herbal Essences Naked Volume Conditioner 23.7 Fl Oz', 3, 15.95),"
Herbal Essences Naked Volume Shampoo - 10.1 oz,BL01212017/1.92,B00JF2ILO6,"B00JF2ILO6,",1,11.99,1.92,1.92,Big Lots,1/21/17,,"'B00JF2ILO6',",,,"('B00JF2ILO6', 'Herbal Essences Naked Volume Shampoo - 10.1 oz', 1, 11.99),"
"Herbal Essences Wild Naturals Shampoo & Conditioner (13.5 fl. oz., 2 pk)",BL02272017/4.84,B00X6HBJY0,"B00X6HBJY0,",3,25.99,4.84,14.52,Big Lots,2/27/17,,"'B00X6HBJY0',",,,"('B00X6HBJY0', 'Herbal Essences Wild Naturals Shampoo & Conditioner (13.5 fl. oz., 2 pk)', 3, 25.99),"
HEXBUG Transformers Warriors Battle Arena Play Toy (Styles May Vary),TM010162017/9.07,B00L491GCW,"B00L491GCW,",1,17.99,9.07,9.07,Tuesday Morning,1/6/17,,"'B00L491GCW',",,,"('B00L491GCW', 'HEXBUG Transformers Warriors Battle Arena Play Toy (Styles May Vary)', 1, 17.99),"
Hot Wheels Monster Jam 1:24 Scale Pouncer Vehicle,GM04052017/7.42,B00NZAX48M,"B00NZAX48M,",1,23.99,7.42,7.42,Gordmans,4/5/17,,"'B00NZAX48M',",,,"('B00NZAX48M', 'Hot Wheels Monster Jam 1:24 Scale Pouncer Vehicle', 1, 23.99),"
Infusium 23 Miracle Therapy Shampoo - i-23 Complex Protection From 23 Types of Damage - Net Wt. 12 FL OZ (354 mL) Each - Pack of 2,BL02232017//5.23,B014XBP3GW,"B014XBP3GW,",4,16.99,5.23,20.92,Big Lots,2/23/17,,"'B014XBP3GW',",,,"('B014XBP3GW', 'Infusium 23 Miracle Therapy Shampoo - i-23 Complex Protection From 23 Types of Damage - Net Wt. 12 FL OZ (354 mL) Each - Pack of 2', 4, 16.99),"
Infusium 23 Miracle Therapy Shampoo and Conditioner Set (Step 1 and Step 2) - i-23 Complex Protection From 23 Types of Damage - Net Wt. 12 FL OZ,BL02252017/5.23,B00L6O8MBS,"B00L6O8MBS,",5,18.75,5.23,26.15,Big Lots,2/25/17,,"'B00L6O8MBS',",,,"('B00L6O8MBS', 'Infusium 23 Miracle Therapy Shampoo and Conditioner Set (Step 1 and Step 2) - i-23 Complex Protection From 23 Types of Damage - Net Wt. 12 FL OZ', 5, 18.75),"
Infusium 23 Moisture Replenisher Conditioner - 33.8 oz,BL03022017/3.46,B0044B7UZY,"B0044B7UZY,",2,18.49,3.46,6.92,Big Lots,3/2/17,,"'B0044B7UZY',",,,"('B0044B7UZY', 'Infusium 23 Moisture Replenisher Conditioner - 33.8 oz', 2, 18.49),"
Infusium 23 Repair & Renew Conditioner - 16 oz,BL03102017//2.87,B0044B4GLA,"B0044B4GLA,",1,21.98,2.87,2.87,Big Lots,3/10/17,,"'B0044B4GLA',",,,"('B0044B4GLA', 'Infusium 23 Repair & Renew Conditioner - 16 oz', 1, 21.98),"
"Infusium 23 Repair & Renew Leave in Treatment Spray, 8 oz",BL3162017//2.87,B0044B5UF6,"B0044B5UF6,",4,19.99,2.87,11.48,Big Lots,3/16/17,,"'B0044B5UF6',",,,"('B0044B5UF6', 'Infusium 23 Repair & Renew Leave in Treatment Spray, 8 oz', 4, 19.99),"
"Infusium 23 Repair & Renew Leave In Treatment, Step 3, 16 oz",03032017/2.27,B003VUAOOI,"B003VUAOOI,",1,19.49,2.27,2.27,Big Lots,3/3/17,,"'B003VUAOOI',",,,"('B003VUAOOI', 'Infusium 23 Repair & Renew Leave In Treatment, Step 3, 16 oz', 1, 19.49),"
Infusium 23 Repair & Renew Shampoo - 16 oz by Infusium 23,BL03102017/2.87,B00OVN9M1A,"B00OVN9M1A,",1,24.99,2.87,2.87,Big Lots,3/10/17,,"'B00OVN9M1A',",,,"('B00OVN9M1A', 'Infusium 23 Repair & Renew Shampoo - 16 oz by Infusium 23', 1, 24.99),"
Infusium 23 Salon Hair Care - Moisture Replenisher - Shampoo & Conditioner Set - Net Wt. 16 FL OZ (473 mL) Per Bottle - One Set,BL03162017/5.74,B01BHGTTTI,"B01BHGTTTI,",4,29.99,5.74,22.96,Big Lots,3/16/17,,"'B01BHGTTTI',",,,"('B01BHGTTTI', 'Infusium 23 Salon Hair Care - Moisture Replenisher - Shampoo & Conditioner Set - Net Wt. 16 FL OZ (473 mL) Per Bottle - One Set', 4, 29.99),"
Infusium 23 Salon Hair Care - Step 2: Conditioner - Moisture Replenisher With Avocado & Olive Oil - Net Wt. 16 FL OZ (473 mL) Per Bottle - Pack of 2,BL03292017/4.63,B01BHGK05K,"B01BHGK05K,",3,19.99,4.63,13.89,Big Lots,3/29/17,,"'B01BHGK05K',",,,"('B01BHGK05K', 'Infusium 23 Salon Hair Care - Step 2: Conditioner - Moisture Replenisher With Avocado & Olive Oil - Net Wt. 16 FL OZ (473 mL) Per Bottle - Pack of 2', 3, 19.99),"
"Infusium 23 Shampoo Moisture Replenisher, 16 fl oz",BL03162017/2.87,B003WJDIQO,"B003WJDIQO,",2,13.84,2.87,5.74,Big Lots,3/16/17,,"'B003WJDIQO',",,,"('B003WJDIQO', 'Infusium 23 Shampoo Moisture Replenisher, 16 fl oz', 2, 13.84),"
Infusium 23 Step 3 Leave-In Treatment Moisture Replenisher,BL03162017--2.87,B0046OFWBI,"B0046OFWBI,",1,14.49,2.87,2.87,Big Lots,3/16/17,,"'B0046OFWBI',",,,"('B0046OFWBI', 'Infusium 23 Step 3 Leave-In Treatment Moisture Replenisher', 1, 14.49),"
"Infusium Repair & Renew Leave-in-Treatment Spray, 13 Ounce",NPS03092017/3.19,B01MTQ96FJ,"B01MTQ96FJ,",2,28.99,3.19,6.38,NPS,3/9/17,,"'B01MTQ96FJ',",,,"('B01MTQ96FJ', 'Infusium Repair & Renew Leave-in-Treatment Spray, 13 Ounce', 2, 28.99),"
"Jean Nate Silkening Body Powder, 6 Ounce",WG03162017/6.65,B000MT1GHA,"B000MT1GHA,",1,59.95,6.65,6.65,Walgreens,3/16/17,,"'B000MT1GHA',",,,"('B000MT1GHA', 'Jean Nate Silkening Body Powder, 6 Ounce', 1, 59.95),"
"Jergens Natural Glow Wet Skin Moisturizer, Medium to Tan Skin Tones, 7.5 Ounce",RA02082017/5.25,B01N1MYYDX,"B01N1MYYDX,",2,25.99,5.25,10.5,Rite Aid,2/8/17,,"'B01N1MYYDX',",,,"('B01N1MYYDX', 'Jergens Natural Glow Wet Skin Moisturizer, Medium to Tan Skin Tones, 7.5 Ounce', 2, 25.99),"
Joseph and his Coat of Many Colors (My Bible Stories),FBA03192016__2,184898829X,"184898829X,",1,16.99,2.13,2.13,Seagull Book,3/16/16,,"'184898829X',",,,"('184898829X', 'Joseph and his Coat of Many Colors (My Bible Stories)', 1, 16.99),"
"Kamik Women's Mission Rain Boot,Blue,8 M US",FBA07262016/15.26,B00EAL1HL6,"B00EAL1HL6,",1,35,15.26,15.26,Amazon,7/26/16,,"'B00EAL1HL6',",,,"('B00EAL1HL6', 'Kamik Women's Mission Rain Boot,Blue,8 M US', 1, 35),"
"Kenneth Cole Unlisted Men's Anchor Shot SY Boat Shoe, Grey, 8 M US",FBA05232016__71,B0164BQ2AU,"B0164BQ2AU,",1,55.51,29.99,29.99,Amazon,5/21/16,,"'B0164BQ2AU',",,,"('B0164BQ2AU', 'Kenneth Cole Unlisted Men's Anchor Shot SY Boat Shoe, Grey, 8 M US', 1, 55.51),"
Knitting Off the Axis: Projects and Techniques for Sideways Knitting,FBA04052016__25,1596683112,"1596683112,",1,10.99,4.26,4.26,Tuesday Morning,4/1/16,,"'1596683112',",,,"('1596683112', 'Knitting Off the Axis: Projects and Techniques for Sideways Knitting', 1, 10.99),"
L'Oreal Advanced Smooth Intense Ultimate Straight Boosting Pre-Conditioner 6.8 Ounce,BL03222017/1.94,B00YZ0JYLM,"B00YZ0JYLM,",3,13.95,1.94,5.82,Big Lots,3/22/17,,"'B00YZ0JYLM',",,,"('B00YZ0JYLM', 'L'Oreal Advanced Smooth Intense Ultimate Straight Boosting Pre-Conditioner 6.8 Ounce', 3, 13.95),"
"L'Oreal GO 360 Clean Deep Facial Cleanser, 6.0 OZ (Pack of 3)",NPS03302017/6.38,B00D3OS39A,"B00D3OS39A,",1,21.5,6.38,6.38,NPS,3/30/17,,"'B00D3OS39A',",,,"('B00D3OS39A', 'L'Oreal GO 360 Clean Deep Facial Cleanser, 6.0 OZ (Pack of 3)', 1, 21.5),"
"L'Oreal Paris Vive Pro Nutri Gloss Shampoo, Mirror Shine, all Hair Types, 13 Fluid Ounces (Pack of 3)",BL02272017/5.54,B00JCY3P70,"B00JCY3P70,",2,22.95,5.54,11.08,Big Lots,2/27/17,,"'B00JCY3P70',",,,"('B00JCY3P70', 'L'Oreal Paris Vive Pro Nutri Gloss Shampoo, Mirror Shine, all Hair Types, 13 Fluid Ounces (Pack of 3)', 2, 22.95),"
"Lenox Holiday Tray, Fa-la-la La-La Blah Blah Blah Blah",TM01052017/4.08,B01N0P3TV3,"B01N0P3TV3,",1,17.98,4.08,4.08,Tuesday Morning,1/5/17,,"'B01N0P3TV3',",,,"('B01N0P3TV3', 'Lenox Holiday Tray, Fa-la-la La-La Blah Blah Blah Blah', 1, 17.98),"
"Lenox L-12190 SS Tea Kettle, 2.5-Quart, Silver",TM04062017//25.64,B00GOYXWHY,"B00GOYXWHY,",2,61.38,25.64,51.28,Tuesday Morning,4/7/17,,"'B00GOYXWHY',",,,"('B00GOYXWHY', 'Lenox L-12190 SS Tea Kettle, 2.5-Quart, Silver', 2, 61.38),"
Loreal Total Repair 5 Restoring Shampoo Travel Size 3oz - 2 Pack,WG03302017/1.45,B01J01SAEC,"B01J01SAEC,",3,12.99,1.45,4.35,Walgreens,3/30/17,,"'B01J01SAEC',",,,"('B01J01SAEC', 'Loreal Total Repair 5 Restoring Shampoo Travel Size 3oz - 2 Pack', 3, 12.99),"
Loreal Ultimate Straight Boosting Pre-Conditioner 6.8oz (3 Pack),BL03222017/5.83,B00YZ0K1FA,"B00YZ0K1FA,",1,15.9,5.83,5.83,Big Lots,3/22/17,,"'B00YZ0K1FA',",,,"('B00YZ0K1FA', 'Loreal Ultimate Straight Boosting Pre-Conditioner 6.8oz (3 Pack)', 1, 15.9),"
Lot of 3 Pantene Pro-V Expert Dry Defy Intense Hydration Conditioner 8.4 Oz Ea,BL12102016/3.64,B01IKMVX2S,"B01IKMVX2S,",5,29.99,3.64,18.2,Big Lots,12/10/16,,"'B01IKMVX2S',",,,"('B01IKMVX2S', 'Lot of 3 Pantene Pro-V Expert Dry Defy Intense Hydration Conditioner 8.4 Oz Ea', 5, 29.99),"
Marvel Avengers Age of Ultron Hulk and Marvel's Hulk Buster 2.5-Inch Figures,GM04052017//5.93,B00NYZST88,"B00NYZST88,",1,21.99,5.93,5.93,Gordmans,4/5/17,,"'B00NYZST88',",,,"('B00NYZST88', 'Marvel Avengers Age of Ultron Hulk and Marvel's Hulk Buster 2.5-Inch Figures', 1, 21.99),"
Marvel Dazzler Action Figure,WG03312017//15.21,B01LY0LZ8T,"B01LY0LZ8T,",1,30.46,15.04,15.04,Walgreens,3/31/17,,"'B01LY0LZ8T',",,,"('B01LY0LZ8T', 'Marvel Dazzler Action Figure', 1, 30.46),"
Marvel Polaris Action Figure,WG03222017/19.01,B01M0M9DXR,"B01M0M9DXR,",2,27.49,19.01,38.02,Walgreens,3/22/17,,"'B01M0M9DXR',",,,"('B01M0M9DXR', 'Marvel Polaris Action Figure', 2, 27.49),"
Marvel Spiderman Coin Bank,WG01132017/3.94,B00EUNTNS8,"B00EUNTNS8,",2,19.84,3.94,7.88,Walgreens,1/13/17,,"'B00EUNTNS8',",,,"('B00EUNTNS8', 'Marvel Spiderman Coin Bank', 2, 19.84),"
Marvel Sun Fire Action Figure,WG03312017-15.04,B01M1LGH5L,"B01M1LGH5L,",1,44.99,15.04,15.04,Walgreens,3/31/17,,"'B01M1LGH5L',",,,"('B01M1LGH5L', 'Marvel Sun Fire Action Figure', 1, 44.99),"
Marvel Sun Fire Action Figure,WG03312017--15.04,B01M1LGH5L,"B01M1LGH5L,",1,34.99,15.04,15.04,Walgreens,3/31/17,,"'B01M1LGH5L',",,,"('B01M1LGH5L', 'Marvel Sun Fire Action Figure', 1, 34.99),"
"Marvel Super Hero Mashers Iceman Figure, 6-Inch",WG02022017/6.17,B00G69Q5ZS,"B00G69Q5ZS,",1,13.71,6.17,6.17,Walgreens,2/2/17,,"'B00G69Q5ZS',",,,"('B00G69Q5ZS', 'Marvel Super Hero Mashers Iceman Figure, 6-Inch', 1, 13.71),"
Marvel Super Hero Mashers Superior Spider-Man Figure,WG02102017-3.06,B00TPAPE4I,"B00TPAPE4I,",1,11.98,3.06,3.06,Walgreens,2/10/17,,"'B00TPAPE4I',",,,"('B00TPAPE4I', 'Marvel Super Hero Mashers Superior Spider-Man Figure', 1, 11.98),"
Marvel Wolverine Action Figure,WG03312017/14.86,B01M0ALRON,"B01M0ALRON,",4,36.99,14.86,59.44,Walgreens,3/31/17,,"'B01M0ALRON',",,,"('B01M0ALRON', 'Marvel Wolverine Action Figure', 4, 36.99),"
Mason Row 36-piece Lowercase Alphabet Clickable American Typewriter Font Stamp Set,TM12022016//5.38,B00FSOV2Y6,"B00FSOV2Y6,",2,18.75,5.38,10.76,Tuesday Morning,12/2/16,,"'B00FSOV2Y6',",,,"('B00FSOV2Y6', 'Mason Row 36-piece Lowercase Alphabet Clickable American Typewriter Font Stamp Set', 2, 18.75),"
Mason Row 36-piece Uppercase Alphabet Clickable American Typewriter Font Stamp Set,TM12022016/5.38,B00FSOTZZO,"B00FSOTZZO,",2,14.3,5.38,10.76,Tuesday Morning,12/2/16,,"'B00FSOTZZO',",,,"('B00FSOTZZO', 'Mason Row 36-piece Uppercase Alphabet Clickable American Typewriter Font Stamp Set', 2, 14.3),"
Matchbox Dino Breakout Playset,GM04052017//7.42,B01KNMG2B0,"B01KNMG2B0,",1,22.95,7.42,7.42,Gordmans,4/5/17,,"'B01KNMG2B0',",,,"('B01KNMG2B0', 'Matchbox Dino Breakout Playset', 1, 22.95),"
Mattel Barbie Ken Beach Doll X9602,RA02022017--2.68,B009JZ5GNS,"B009JZ5GNS,",2,15.45,2.68,5.36,Rite Aid,2/2/17,,"'B009JZ5GNS',",,,"('B009JZ5GNS', 'Mattel Barbie Ken Beach Doll X9602', 2, 15.45),"
"Mattel DJW76 DC Comics Batman Mechs Vs Mutants Green Lantern Figure with 9 points of articulation, 12-Inch",BL04012017/10.26,B0142MCDOW,"B0142MCDOW,",2,44.99,10.26,20.52,Big Lots,4/1/17,,"'B0142MCDOW',",,,"('B0142MCDOW', 'Mattel DJW76 DC Comics Batman Mechs Vs Mutants Green Lantern Figure with 9 points of articulation, 12-Inch', 2, 44.99),"
MaxFactor Masterpiece Max Water Resistant Mascara Velvet Black,BL01112017/3.65,B01FJG1U2G,"B01FJG1U2G,",3,9.99,3.65,10.95,Big Lots,1/11/17,,"'B01FJG1U2G',",,,"('B01FJG1U2G', 'MaxFactor Masterpiece Max Water Resistant Mascara Velvet Black', 3, 9.99),"
"Maybelline New York Clean Express Classic Eye Makeup Remover, 4 Fluid Ounce",BL04012017/2.56,B00B9FTF1A,"B00B9FTF1A,",1,12.99,2.56,2.56,Big Lots,4/1/17,,"'B00B9FTF1A',",,,"('B00B9FTF1A', 'Maybelline New York Clean Express Classic Eye Makeup Remover, 4 Fluid Ounce', 1, 12.99),"
"Maybelline New York Super Stay Better Skin Foundation, Almond, 1 Fluid Ounce",WG02272017/1.12,B01DPA7GTO,"B01DPA7GTO,",2,19.99,1.12,2.24,Walgreens,2/27/17,,"'B01DPA7GTO',",,,"('B01DPA7GTO', 'Maybelline New York Super Stay Better Skin Foundation, Almond, 1 Fluid Ounce', 2, 19.99),"
